text,label
"this query takes forever to run",CODING
"my CSS is not working on mobile",CODING
"the button click event isn't firing",CODING
"my app crashes when the list is empty",CODING
"getting 404 on all my API routes",CODING
"CORS is blocking my frontend requests",CODING
"why is my state not updating in React",CODING
"my JWT token keeps expiring immediately",CODING
"the database connection drops randomly",CODING
"why is my Python script using 100% CPU",CODING
"getting a segfault in C++ code I can't find",CODING
"my merge is causing git conflicts in the code files",CODING
"the tests pass locally but fail in CI",CODING
"my Docker container won't start",CODING
"why is npm install failing",CODING
"getting module not found error in Node",CODING
"my environment variables aren't loading",CODING
"why is the TypeScript compiler complaining about this type",CODING
"explain what a closure is in JavaScript",CODING
"what's the difference between == and === in JS",CODING
"how does garbage collection work in Python",CODING
"what is the time complexity of this algorithm",CODING
"can you review my whole project structure",CODING
"explain this error message to me",CODING
"what does this stack trace mean",CODING
"is my approach to this problem correct",CODING
"what would be a cleaner way to write this",CODING
"am I using the right data structure here",CODING
"should I use a list or a dictionary here",CODING
"is this the most efficient way to do it",CODING
"my function works but feels wrong somehow",CODING
"what are edge cases I'm missing in this function",CODING
"I think there's a race condition in my code",CODING
"my unit test is passing but the integration test fails",CODING
"why is this working in dev but not in production",CODING
"I inherited this codebase and have no idea what it does",CODING
"something is off with my authentication logic",CODING
"write a SQL query to pull all patients who were prescribed a drug more than once",CODING
"build a function to calculate a patient's BMI from a health records table",CODING
"write a Python script to parse medical billing codes from a CSV",CODING
"SQL query to find all insurance claims that were denied in the last 30 days",CODING
"I need to join a medications table with a diagnoses table in SQL",CODING
"write a script to extract drug names from unstructured doctor notes",CODING
"create a database schema for storing electronic health records",CODING
"write a SQL query to flag patients with abnormal lab values",CODING
"build an NLP pipeline to classify symptoms from patient intake forms",CODING
"write a function to calculate average hospital stay duration from a dataset",CODING
"SQL to find duplicate patient records based on name and date of birth",CODING
"write a Python script to process FHIR JSON health data",CODING
"build a model to predict patient readmission from structured data",CODING
"create a REST API that returns medication interaction data",CODING
"write code to anonymize patient names in a dataset",CODING
"SQL query to list all court cases filed within a specific date range",CODING
"write a Python script to extract clauses from a contract PDF",CODING
"build a text classifier to categorize legal documents by type",CODING
"write a function to parse structured data from a court filing",CODING
"SQL to join a defendants table with a charges table",CODING
"write code to redact sensitive information from legal text",CODING
"create a schema for a case management database",CODING
"build a search index over a corpus of legal documents",CODING
"write a regex to extract case numbers from legal filings",CODING
"Python script to calculate statute of limitations dates from case data",CODING
"SQL to find all contracts expiring in the next 60 days",CODING
"write a script to summarize terms from a legal document",CODING
"build an API endpoint that returns jurisdiction-based case law data",CODING
"write a function to compare two versions of a legal contract",CODING
"SQL query that ranks lawyers by number of cases won",CODING
"explain what an API is and how it works in code",CODING
"how does a neural network work in terms of actual code",CODING
"what is a pointer in C++ and why does it cause bugs",CODING
"explain how HTTP requests work under the hood",CODING
"what actually happens when you call a function recursively",CODING
"how does indexing speed up a database query",CODING
"explain how OAuth works in terms of implementation",CODING
"what is the difference between TCP and UDP when building networked apps",CODING
"how does a hash table handle collisions in code",CODING
"explain how a browser renders JavaScript",CODING
"what exactly is a race condition and how do I reproduce it",CODING
"how does token-based auth work at the code level",CODING
"explain what the event loop in Node.js actually does",CODING
"what is memoization and when should I use it in code",CODING
"how does version control track file diffs internally",CODING
"write code to analyze trends in financial transaction data",CODING
"build a script to detect anomalies in server log data",CODING
"SQL query to calculate month over month revenue growth",CODING
"write a function that processes satellite image metadata",CODING
"build a data pipeline to ingest and clean climate sensor data",CODING
"write code to scrape and analyze public opinion data",CODING
"SQL query to compute churn rate from a subscriptions table",CODING
"build a feature extraction pipeline for tabular survey data",CODING
"write a Python script to map coordinates from a geospatial dataset",CODING
"SQL to query education outcomes data by demographic group",CODING
"write a Python script to process census microdata by age group",CODING
"build a dashboard component in React that shows real-time stock prices",CODING
"SQL to find top selling products in each category using window functions",CODING
"write a script to parse XML feed data from a government open data portal",CODING
"build a cron job that archives old database records",CODING
"my pandas dataframe merge is producing way more rows than expected",CODING
"write a function to diff two JSON objects and return changed keys",CODING
"getting an out of memory error when loading a large CSV into Python",CODING
"build a rate limiter middleware for an Express API",CODING
"write a SQL query to calculate percentile ranks for student test scores",CODING
"implement a retry mechanism with exponential backoff in Python",CODING
"my React component is re-rendering too many times",CODING
"write a function to deep clone a nested object in JavaScript",CODING
"SQL to find gaps in a sequence of order IDs",CODING
"build a command line tool in Python using argparse and subcommands",CODING
"write a webhook handler that verifies HMAC signatures",CODING
"getting a deadlock in my database transactions how do I debug it",CODING
"write a script to batch resize images in a folder using Pillow",CODING
"implement an event emitter class from scratch in JavaScript",CODING
"SQL query to calculate a 7-day rolling average from time series data",CODING
"write a function to convert a flat array into a nested tree structure",CODING
"my Python virtual environment is not activating properly",CODING
"build a simple key-value store using a hash map in C++",CODING
"write code to validate and sanitize user input before inserting into a database",CODING
"explain how dependency injection works with a real code example",CODING

"what happens if I take ibuprofen with blood thinners",MEDICAL
"signs of type 2 diabetes in adults",MEDICAL
"how much ibuprofen can I take in a day",MEDICAL
"what happens during an MRI scan",MEDICAL
"is it safe to eat eggs every day",MEDICAL
"symptoms of anxiety disorder",MEDICAL
"what is depression and how is it treated",MEDICAL
"what causes chest pain on the left side",MEDICAL
"early signs of a heart attack",MEDICAL
"what are the side effects of metformin",MEDICAL
"how long does it take for antibiotics to work",MEDICAL
"what is a normal blood pressure reading",MEDICAL
"symptoms of low blood sugar",MEDICAL
"what causes migraines",MEDICAL
"is 37.8 a fever in adults",MEDICAL
"what is the difference between type 1 and type 2 diabetes",MEDICAL
"how do statins work",MEDICAL
"what causes high cholesterol",MEDICAL
"symptoms of a blood clot in the leg",MEDICAL
"what is a normal resting heart rate",MEDICAL
"side effects of long term ibuprofen use",MEDICAL
"what is the treatment for high blood pressure",MEDICAL
"can stress cause physical symptoms",MEDICAL
"what are symptoms of a stroke",MEDICAL
"how does chemotherapy work",MEDICAL
"what is the difference between a cold and the flu",MEDICAL
"symptoms of hypothyroidism",MEDICAL
"what causes kidney stones",MEDICAL
"how is celiac disease diagnosed",MEDICAL
"what are the early signs of Alzheimer's",MEDICAL
"is it safe to take melatonin every night",MEDICAL
"what causes acid reflux",MEDICAL
"symptoms of appendicitis",MEDICAL
"what is a normal A1C level",MEDICAL
"how does insulin work in the body",MEDICAL
"what are symptoms of iron deficiency anemia",MEDICAL
"can you take paracetamol and ibuprofen together",MEDICAL
"what is the treatment for a UTI",MEDICAL
"symptoms of ADHD in adults",MEDICAL
"what causes chronic fatigue",MEDICAL
"how long is mono contagious",MEDICAL
"what is the recommended daily dose of vitamin D",MEDICAL
"symptoms of a panic attack",MEDICAL
"what causes night sweats in women",MEDICAL
"how does the COVID vaccine work",MEDICAL
"what is a healthy BMI range",MEDICAL
"symptoms of lupus",MEDICAL
"what is the treatment for hypothyroidism",MEDICAL
"can high blood pressure cause headaches",MEDICAL
"what causes swollen lymph nodes",MEDICAL
"is it safe to drink alcohol while taking antibiotics",MEDICAL
"what are the symptoms of PCOS",MEDICAL
"how do antidepressants work",MEDICAL
"what causes numbness in hands and feet",MEDICAL
"symptoms of a herniated disc",MEDICAL
"what is the treatment for rheumatoid arthritis",MEDICAL
"how long does food poisoning last",MEDICAL
"what causes ringing in the ears",MEDICAL
"symptoms of Crohn's disease",MEDICAL
"what is a normal white blood cell count",MEDICAL
"how does the liver process alcohol",MEDICAL
"what causes restless leg syndrome",MEDICAL
"symptoms of carpal tunnel syndrome",MEDICAL
"what is the treatment for asthma",MEDICAL
"how much water should I drink a day",MEDICAL
"what causes high blood pressure",MEDICAL
"symptoms of ovarian cysts",MEDICAL
"what is the recommended amount of sleep for adults",MEDICAL
"how do beta blockers work",MEDICAL
"what causes psoriasis flare ups",MEDICAL
"symptoms of a concussion",MEDICAL
"what is the treatment for gout",MEDICAL
"how does radiation therapy work",MEDICAL
"what causes vertigo",MEDICAL
"symptoms of endometriosis",MEDICAL
"what is a normal platelet count",MEDICAL
"how do ACE inhibitors work",MEDICAL
"what causes frequent urination",MEDICAL
"symptoms of sleep apnea",MEDICAL
"what is the treatment for eczema",MEDICAL
"how long does a sprained ankle take to heal",MEDICAL
"what causes hair loss in women",MEDICAL
"symptoms of vitamin B12 deficiency",MEDICAL
"what is the treatment for depression",MEDICAL
"how does the thyroid gland work",MEDICAL
"what causes irritable bowel syndrome",MEDICAL
"symptoms of multiple sclerosis",MEDICAL
"what is a normal creatinine level",MEDICAL
"how do blood pressure medications work",MEDICAL
"what causes gallstones",MEDICAL
"symptoms of bipolar disorder",MEDICAL
"what is the treatment for type 2 diabetes",MEDICAL
"how long does strep throat last without antibiotics",MEDICAL
"what causes muscle cramps",MEDICAL
"symptoms of Parkinson's disease",MEDICAL
"what is the difference between MRI and CT scan",MEDICAL
"how do corticosteroids work",MEDICAL
"what causes low sodium levels",MEDICAL
"symptoms of an overactive thyroid",MEDICAL
"what is the treatment for insomnia",MEDICAL
"I've been having chest pains for 3 days should I be worried",MEDICAL
"my knee keeps swelling after I run",MEDICAL
"my doctor said I have prediabetes what does that mean",MEDICAL
"is it normal to feel tired all the time",MEDICAL
"my 5 year old has a fever of 39 what should I do",MEDICAL
"I keep feeling dizzy when I stand up",MEDICAL
"I have a lump under my armpit that doesn't hurt",MEDICAL
"my urine is really dark is that bad",MEDICAL
"I wake up every night drenched in sweat",MEDICAL
"my heart skips a beat sometimes is that dangerous",MEDICAL
"I've been losing weight without trying is that a bad sign",MEDICAL
"my 2 year old hasn't been eating for 2 days",MEDICAL
"I get really short of breath when I climb stairs",CODING
"I have been having headaches every single day for a week",MEDICAL
"my back has been killing me for months nothing helps",MEDICAL
"my doctor put me on lisinopril is that a serious drug",MEDICAL
"is it normal for a cut to be swollen and warm",MEDICAL
"my elderly mom keeps forgetting things is it dementia",MEDICAL
"I have a rash that won't go away",MEDICAL
"my stomach hurts after every meal",MEDICAL
"I've been on antidepressants for 2 weeks and feel worse",MEDICAL
"should I be worried about a mole that changed color",MEDICAL
"my doctor wants to do a biopsy should I be scared",MEDICAL
"I keep getting UTIs every month what is wrong with me",MEDICAL
"my blood pressure reading was 150 over 95 is that dangerous",MEDICAL
"I have numbness going down my left arm",MEDICAL
"my 8 year old complains of stomach aches before school every day",MEDICAL
"I've had diarrhea for 5 days now",MEDICAL
"my period has been irregular for 6 months",MEDICAL
"I started a new medication and now I can't sleep",MEDICAL
"is it normal to have chest tightness with anxiety",MEDICAL
"my joints are stiff every morning for about an hour",MEDICAL
"I've been on metformin and my stomach is always upset",MEDICAL
"my 70 year old father fell and hit his head",MEDICAL
"I keep getting a weird metallic taste in my mouth",MEDICAL
"my child has had a cough for 3 weeks",MEDICAL
"is yellow snot a sign of infection",MEDICAL
"I took two doses of my antibiotic by accident",MEDICAL
"my fingers have been turning blue in the cold",MEDICAL
"I have a sharp pain when I take a deep breath",MEDICAL
"my doctor said my cholesterol is borderline high do I need medication",MEDICAL
"I've been having really vivid nightmares since starting this medication",MEDICAL
"my eye has been twitching for days",MEDICAL
"is it safe to exercise with high blood pressure",MEDICAL
"my teenager has been very withdrawn and sleeping all day",MEDICAL
"I keep forgetting words mid sentence is that normal",MEDICAL
"my calves cramp up badly at night",MEDICAL
"I have a throbbing headache behind one eye",MEDICAL
"my doctor said I need a colonoscopy at 40 is that normal",MEDICAL
"I've been spotting between periods for 3 months",MEDICAL
"my newborn has jaundice is that serious",MEDICAL
"I feel nauseous every morning but I'm not pregnant",MEDICAL
"my hands shake when I try to hold things",MEDICAL
"my doctor wants me to get an echocardiogram what is that",MEDICAL
"I've been having really bad brain fog lately",MEDICAL
"my 3 year old has had a high fever for 2 days",MEDICAL
"I have a pain in my lower right abdomen that comes and goes",MEDICAL
"my skin has been turning yellow",MEDICAL
"I feel my heartbeat in my neck is that normal",MEDICAL
"my doctor found a nodule on my thyroid",MEDICAL
"I've been on steroids for a week and I can't sleep",MEDICAL
"my son has a rash that looks like a bullseye",MEDICAL
"I get dizzy spells that last about 30 seconds",MEDICAL
"my doctor is recommending surgery for my herniated disc should I get a second opinion",MEDICAL
"my feet have been swelling at the end of each day",MEDICAL
"I have been really thirsty lately and peeing a lot",MEDICAL
"my 6 year old has been complaining of headaches",MEDICAL
"I have tingling in my face is that serious",MEDICAL
"my blood test showed elevated liver enzymes what does that mean",MEDICAL
"I've been having very heavy periods lately",MEDICAL
"my doctor said my kidney function is slightly low",MEDICAL
"I cough up a small amount of blood when I blow my nose",MEDICAL
"I've been on birth control for a month and feel really moody",MEDICAL
"my toddler swallowed a small coin",MEDICAL
"I have a pain in my upper right abdomen after eating fatty food",MEDICAL
"is the standard of care for sepsis really just antibiotics and fluids",MEDICAL
"what is the clinical definition of metabolic syndrome",MEDICAL
"is oxycodone physically addictive after just a few days",MEDICAL
"what are the clinical symptoms of early stage liver disease",MEDICAL
"can I take sertraline if I have a history of seizures",MEDICAL
"what does it mean when a tumor is described as stage 3",MEDICAL
"is it medically necessary to take statins if your LDL is 160",MEDICAL
"what is the first line treatment for community acquired pneumonia",MEDICAL
"my hospital discharge summary says I had a myocardial infarction what is that",MEDICAL
"is it safe to take ozempic if I have a history of pancreatitis",MEDICAL
"what does a high CRP level indicate",MEDICAL
"is benzodiazepine dependence the same as addiction",MEDICAL
"what is the clinical significance of a prolonged QT interval",MEDICAL
"can I take NSAIDs if I have chronic kidney disease",MEDICAL
"what is the standard protocol for treating anaphylaxis",MEDICAL
"my lab results show low ferritin but normal hemoglobin what does that mean",MEDICAL
"is it safe to get a flu shot while on immunosuppressants",MEDICAL
"what is the difference between palliative care and hospice",MEDICAL
"can methotrexate be used for something other than cancer",MEDICAL
"my doctor ordered a HbA1c test what is it measuring",MEDICAL
"is prediabetes reversible with diet alone",MEDICAL
"what are the long term effects of untreated sleep apnea",MEDICAL
"how much sodium per day is safe for someone with heart failure",MEDICAL
"is it dangerous to stop taking SSRIs suddenly",MEDICAL
"what is the relationship between gut bacteria and mental health",MEDICAL
"is chronic inflammation linked to heart disease",MEDICAL
"what does it mean if my PSA levels are elevated",MEDICAL
"can vitamin D deficiency cause depression",MEDICAL
"is it safe to intermittent fast if you are diabetic",MEDICAL
"what are the risks of long term proton pump inhibitor use",MEDICAL
"my MRI report mentions a white matter lesion what does that mean",MEDICAL
"can untreated high blood pressure cause dementia",MEDICAL
"is adderall safe to take if I have a heart condition",MEDICAL
"what is the connection between autoimmune disease and leaky gut",MEDICAL
"can low testosterone cause depression in men",MEDICAL
"what is considered a dangerous level of potassium in blood",MEDICAL
"my doctor mentioned watchful waiting for my prostate cancer is that safe",MEDICAL
"is it safe to take magnesium supplements every day",MEDICAL
"what are the risks of general anesthesia in elderly patients",MEDICAL
"can birth control pills cause blood clots",MEDICAL
"what is the medical reason behind why alcohol damages the liver",MEDICAL
"is fibromyalgia a real diagnosis or just a catch all",MEDICAL
"what does it mean when kidney GFR is below 60",MEDICAL
"can high cortisol levels cause weight gain",MEDICAL
"is it dangerous to have high triglycerides even if cholesterol is normal",MEDICAL
"what is the medical difference between a virus and a bacterial infection",MEDICAL
"can antidepressants cause weight gain long term",MEDICAL
"is it safe to get pregnant while taking thyroid medication",MEDICAL
"what are the health risks of being underweight",MEDICAL
"I get really short of breath when I climb stairs",MEDICAL
"my doctor keeps dismissing my symptoms and I don't know what to do",MEDICAL
"I've been on the same medication for 10 years is it safe to stay on it that long",MEDICAL
"my cholesterol came back high but I eat really healthy how is that possible",MEDICAL
"can stress actually cause hair loss or is that just a myth",MEDICAL
"I have a family history of heart disease how worried should I be",MEDICAL
"my doctor wants to put my 8 year old on ADHD medication is that safe",MEDICAL
"I've been getting heart palpitations every time I drink coffee",MEDICAL
"is it safe to take melatonin and antidepressants at the same time",MEDICAL
"my iron levels are always low no matter how much iron rich food I eat",MEDICAL
"I get a really bad headache every time I exercise is that normal",MEDICAL
"can you become dependent on nasal spray if you use it every day",MEDICAL
"my blood sugar spikes really high after eating white rice",MEDICAL
"I have been taking ibuprofen every day for a month for back pain is that dangerous",MEDICAL
"my doctor said my ECG was slightly abnormal but not to worry should I get a second opinion",MEDICAL
"is it safe to take ashwagandha every day long term",MEDICAL
"I get extremely tired after eating is that a sign of something",MEDICAL
"my 4 year old grinds their teeth at night is that a medical problem",MEDICAL
"can anxiety cause chest tightness that lasts for days",MEDICAL
"I have been having floating stools for a few weeks is that serious",MEDICAL
"my hands are always cold even when it is warm outside what could cause that",MEDICAL
"is it safe to drink protein shakes every day if I am not a professional athlete",MEDICAL
"my doctor found a cyst on my ovary and said to just monitor it should I be concerned",MEDICAL
"can lack of sleep cause high blood pressure",MEDICAL
"I have been bruising really easily lately and I don't know why",MEDICAL
"is it normal for my heart rate to go above 170 when I do cardio",MEDICAL
"my teenager has been losing weight rapidly without dieting what could cause that",MEDICAL

"can my employer fire me without notice in India",LEGAL
"is a verbal contract legally binding",LEGAL
"what happens if I get a first time DUI in the US",LEGAL
"can my landlord enter my flat without permission in the UK",LEGAL
"how does divorce work in India",LEGAL
"what is child custody and how is it decided",LEGAL
"can someone use my photo without my permission",LEGAL
"what are my rights if a product I bought is faulty",LEGAL
"how do I file a consumer complaint in India",LEGAL
"what is the notice period law in India",LEGAL
"can my employer deduct salary without reason",LEGAL
"what happens if I break a rental agreement early",LEGAL
"how long does a divorce take in the US",LEGAL
"what is the difference between civil and criminal law",LEGAL
"can I sue someone for defamation on social media",LEGAL
"what are my rights during a police arrest in India",LEGAL
"how does bail work in the US",LEGAL
"what is a non-disclosure agreement",LEGAL
"can my employer make me work overtime without pay in India",LEGAL
"what is the legal age of consent in India",LEGAL
"how do I trademark a business name in India",LEGAL
"what is the process for filing an FIR in India",LEGAL
"can a landlord evict a tenant without a court order in India",LEGAL
"what are my rights as an employee in the UK",LEGAL
"how does small claims court work in the US",LEGAL
"what is the difference between a will and a trust",LEGAL
"can I record a phone call without telling the other person in India",LEGAL
"what is the punishment for drunk driving in India",LEGAL
"how does copyright law work for creative work",LEGAL
"what is a power of attorney and how do I get one",LEGAL
"can my landlord increase rent without notice in the UK",LEGAL
"what are the grounds for divorce in India",LEGAL
"how does child support work in the US",LEGAL
"what is the right to silence during police questioning",LEGAL
"can I be fired for posting on social media in the US",LEGAL
"what is the legal process for adopting a child in India",LEGAL
"how do I register a company in India",LEGAL
"what are my rights if I am made redundant in the UK",LEGAL
"what is the punishment for cheque bounce in India",LEGAL
"how does alimony work in India",LEGAL
"what is the difference between a sole trader and a limited company in the UK",LEGAL
"can my employer change my job role without my consent",LEGAL
"what is the legal notice period for eviction in the US",LEGAL
"how does the GDPR affect businesses in the UK",LEGAL
"what is a legal heir certificate in India",LEGAL
"can I use someone else's music in my YouTube video",LEGAL
"what are my rights if I am wrongfully terminated in the US",LEGAL
"how does the consumer protection act work in India",LEGAL
"what is the process for getting a legal separation in the UK",LEGAL
"can a company use my personal data without permission",LEGAL
"what is the punishment for theft under IPC in India",LEGAL
"how do I challenge an unfair dismissal in the UK",LEGAL
"what is at-will employment in the US",LEGAL
"can my landlord withhold my security deposit without reason",LEGAL
"what is the law on maternity leave in India",LEGAL
"how does plea bargaining work in the US",LEGAL
"what are my rights as a shareholder in a private company",LEGAL
"what is the legal process for property registration in India",LEGAL
"can I be denied a job because of my religion",LEGAL
"how does the right to information act work in India",LEGAL
"what is the statute of limitations for filing a civil suit in India",LEGAL
"can my employer access my personal emails on a work device",LEGAL
"what are the legal requirements for a valid contract",LEGAL
"how do I file for bankruptcy in the US",LEGAL
"what is the process for registering a trademark in the UK",LEGAL
"can a minor enter into a legally binding contract",LEGAL
"what is the punishment for domestic violence under Indian law",LEGAL
"how does inheritance law work when there is no will in India",LEGAL
"what are my rights if a flight is cancelled in the EU",LEGAL
"can my employer force me to sign an NDA after I resign",LEGAL
"what is the legal process for divorce in the UK",LEGAL
"how does workers compensation work in the US",LEGAL
"what is the POCSO act in India",LEGAL
"can I sue a company for data breach in the US",LEGAL
"what are the rules around non-compete clauses in employment contracts",LEGAL
"how does the Insolvency and Bankruptcy Code work in India",LEGAL
"what is the law around wrongful death suits in the US",LEGAL
"can a landlord ban pets in a rental property in the UK",LEGAL
"what is the legal process for getting a restraining order in the US",LEGAL
"how is property divided in a divorce in India",LEGAL
"what are my rights if police stop and search me in the UK",LEGAL
"can I be held liable for an accident on my property",LEGAL
"what is the difference between a patent and a trademark",LEGAL
"how does the Motor Vehicles Act apply to accidents in India",LEGAL
"what are the rules around sick leave in India",LEGAL
"can my boss reduce my salary without telling me in the UK",LEGAL
"what is the legal process for name change in India",LEGAL
"how do I contest a will in the US",LEGAL
"what is the prevention of sexual harassment act in India",LEGAL
"can I get a refund on a non-refundable ticket under UK consumer law",LEGAL
"what are my rights if I am arrested without warrant in India",LEGAL
"how does joint custody work in the US",LEGAL
"what is the legal drinking age in different countries",LEGAL
"can a company sue me for a negative review online",LEGAL
"what is the process for filing a case in consumer court in India",LEGAL
"how does the right to fair trial work",LEGAL
"what are the laws around drug possession in the UK",LEGAL
"can I legally work two jobs at the same time in India",LEGAL
"my landlord is refusing to return my security deposit",LEGAL
"I just got served a legal notice what do I do",LEGAL
"my employer hasn't paid my salary for 2 months in India",LEGAL
"can my boss really do this to me",LEGAL
"I was fired without any reason or warning is that allowed",LEGAL
"my neighbour is playing loud music every night is there a law against that",LEGAL
"do I have the right to see a lawyer before police questioning in India",LEGAL
"my landlord entered my flat without telling me is that legal",LEGAL
"I signed a contract under pressure can I cancel it",LEGAL
"my company is not giving me my gratuity after 5 years is that legal in India",LEGAL
"my ex is not letting me see my kids what can I do legally",LEGAL
"I bought a phone online and it stopped working in a week what are my rights",LEGAL
"my employer is forcing me to resign instead of firing me is that legal",LEGAL
"can they fire me while I am on sick leave in the UK",LEGAL
"in India can my employer withhold my relieving letter",LEGAL
"under IPC section 420 what exactly can I file a case for",LEGAL
"my business partner is stealing from the company what do I do",LEGAL
"I received a legal notice from my ex employer for breach of contract",LEGAL
"my tenant has not paid rent for 3 months how do I evict them in India",LEGAL
"someone is using my brand name without permission what can I do",LEGAL
"can my parents disown me legally in India",LEGAL
"I got into a minor car accident and the other driver is threatening to sue me",LEGAL
"my boss keeps making inappropriate comments is that a legal issue",LEGAL
"can a private school expel my child without proper process",LEGAL
"I lent money to a friend with no written agreement can I get it back legally",LEGAL
"my company changed my work location without asking me is that allowed in India",LEGAL
"is it legal to run a home business in a residential area in the UK",LEGAL
"can my internet provider share my browsing history with police",LEGAL
"I was not given a written employment contract in India what are my rights",LEGAL
"my landlord is threatening to cut off electricity to force me out",LEGAL
"can the police search my phone without a warrant in India",LEGAL
"my startup was copied by a bigger company what legal options do I have",LEGAL
"I ordered something online and it never arrived what are my legal rights in India",LEGAL
"can my employer make me work on public holidays without extra pay",LEGAL
"I was defamed in a WhatsApp group can I take legal action in India",LEGAL
"my name was used in a news article without permission is that legal",LEGAL
"can a debt collector call me at any time of day in the US",LEGAL
"my contractor abandoned the project halfway through what can I do",LEGAL
"is it legal to record a conversation with my employer in India",LEGAL
"can my housing society ban me from selling my flat to a certain community",LEGAL
"I am being harassed by my manager but HR is doing nothing",LEGAL
